"","Project","Date","Outflow (kcfs)","Spill (kcfs)","Spill Percent (%)","Inflow (kcfs)","Temp (Scroll Case) (C)","Temperature (C)","Barometric Pressure (mmHg)","Dissolved Gas (mmHg)","Dissolved Gas Percent (%)","Turbidity (ft)","Elevation (ft)"
"257","BON",2000-09-13,136.07,0,0,137.6,19.58,19.58,762.13,754.83,99.04,6.8,75.66
"258","BON",2000-09-14,135.77,0,0,130.9,19.63,19.63,759.38,758.58,99.9,NA,75.78
"259","BON",2000-09-15,132.58,0,0,123.5,19.68,19.68,762.75,761.21,99.8,NA,75.7
"260","BON",2000-09-16,149.6,0,0,133.1,19.52,19.52,765,759.92,99.34,6.5,73.55
"261","BON",2000-09-17,116.57,0,0,121,19.39,19.39,766.54,759.54,99.09,6.5,73.4
"262","BON",2000-09-18,116.97,0,0,122,19.38,19.38,766.67,760.92,99.25,6.5,73.57
"263","BON",2000-09-19,121.93,0,0,141.8,19.38,19.38,765.08,762.67,99.68,6,75.13
"264","BON",2000-09-20,137.87,0,0,133.1,19.39,19.39,760.25,763.5,100.43,6,75.65
"265","BON",2000-09-21,166.9,0,0,166.6,19.19,19.19,757.08,760.83,100.5,7,75.68
"266","BON",2000-09-22,140.91,0,0,140.9,18.55,18.55,762.08,754.54,99.01,7,75.5
"267","BON",2000-09-23,113.09,0,0,110.4,18.16,18.16,765.08,753,98.42,5.5,75.45
"268","BON",2000-09-24,115.5,0,0,102.7,17.68,17.68,765.96,752.96,98.3,NA,74.46
"269","BON",2000-09-25,111.37,0,0,111.7,17.51,17.51,764.21,754.25,98.7,NA,74.23
"270","BON",2000-09-26,125.01,0,0,127.3,17.48,17.48,762.96,755.71,99.05,NA,73.66
"271","BON",2000-09-27,111.93,0,0,111.8,17.61,17.61,763,757.63,99.3,NA,73.9
"272","BON",2000-09-28,99.94,0,0,104,17.82,17.82,764.5,758.46,99.21,7.5,74.33
"273","BON",2000-09-29,101.96,0,0,100,17.87,17.87,763.79,758.5,99.31,7.5,74.44
"274","BON",2000-09-30,99.98,0,0,108.8,17.92,17.92,759.67,756.83,99.63,7,74.93
"275","BON",2000-10-01,110.99,0,0,103.1,18.08,18.08,760.83,754.46,99.16,6.5,75.07
"276","BON",2000-10-02,105.33,0,0,110.2,17.84,17.84,765.71,750.08,97.96,5.5,74.79
"277","BON",2000-10-03,109,0,0,110.5,17.45,17.45,766.08,749.13,97.79,6.5,74.87
"278","BON",2000-10-04,130.88,0,0,131.2,17.16,17.16,765.08,751.42,98.21,0.8,74.7
"279","BON",2000-10-05,129.68,0,0,131.2,16.83,16.83,766.08,753.13,98.31,0.9,75.33
"280","BON",2000-10-06,117.91,0,0,109.3,16.23,16.23,763.5,753.21,98.65,2.7,74.84
"281","BON",2000-10-07,112.48,0,0,124.6,16.12,16.12,762.59,752.29,98.64,2,75.37
"282","BON",2000-10-08,109.52,0,0,95.1,16.31,16.31,762.1,751.9,98.64,2.7,74.53
"283","BON",2000-10-09,112.07,0,0,115.1,16.58,16.58,746.36,752.45,99.56,2.6,74.32
"284","BON",2000-10-10,108.35,0,0,119,16.28,16.28,753,748.83,99.05,5.6,75.53
"285","BON",2000-10-11,123.23,0,0,116.7,16.08,16.08,759.7,748.5,98.53,4.9,75.12
"286","BON",2000-10-12,119.06,0,0,125.3,15.95,15.95,763.5,749.25,98.13,NA,75.46
"287","BON",2000-10-13,117.3,0,0,112.7,15.77,15.77,766.91,749.52,97.71,4.3,74.95
"288","BON",2000-10-14,102.38,0,0,102.9,15.63,15.63,767.21,753.38,98.2,4.3,75.2
"289","BON",2000-10-15,113.93,0,0,114.1,15.5,15.5,763.88,752.33,98.49,4,75.3
"290","BON",2000-10-16,115.48,0,0,119.2,15.55,15.55,763.42,754.04,98.77,4.8,75.19
"291","BON",2000-10-17,107.88,0,0,105.1,15.55,15.55,761.43,755.83,99.26,6,75.21
"292","BON",2000-10-18,112.07,0,0,104.2,15.65,15.65,763.96,756.58,99.03,7.5,74.74
"293","BON",2000-10-19,105.06,0,0,112.7,15.6,15.6,763.76,755.21,98.89,7,75.14
"294","BON",2000-10-20,118.6,0,0,121.5,15.61,15.61,756.53,755.37,99.85,7.4,75.32
"295","BON",2000-10-21,131.88,0,0,127.5,15.37,15.37,768.25,754.8,98.29,6,74.85
"296","BON",2000-10-22,96.54,0,0,90.6,14.96,14.96,770.3,753.4,97.85,NA,74.82
"297","BON",2000-10-23,105.65,0,0,100.3,14.28,14.28,765.33,752.5,98.31,NA,74.48
"298","BON",2000-10-24,101.57,0,0,109.6,13.86,13.86,763.8,753.75,98.68,NA,74.45
"299","BON",2000-10-25,112.78,0,0,114,13.67,13.67,761.83,752.88,98.82,5.2,74.75
"300","BON",2000-10-26,120.1,0,0,127,13.64,13.64,759.04,754.25,99.37,5.2,75.06
"301","BON",2000-10-27,116.33,0,0,117.6,13.79,13.79,756.5,757.75,100.17,5.5,75.15
"302","BON",2000-10-28,111.3,0,0,106.4,13.94,13.94,752.33,757,100.62,6,75.36
"303","BON",2000-10-29,115.79,0,0,118.4,13.97,13.97,758.17,756.63,99.8,6,75.2
"304","BON",2000-10-30,122.4,0,0,125.3,13.81,13.81,765.29,751.04,98.14,6.5,75.44
"305","BON",2000-10-31,126.51,0,0,124.4,13.78,13.78,769.33,750.13,97.5,6.5,75.59
"306","BON",2000-11-01,129.2,0,0,132.7,13.7,13.7,768.29,751.04,97.76,6,75.5
"307","BON",2000-11-02,138.28,0,0,137.2,13.56,13.56,767.42,752.96,98.12,6.4,75.84
"308","BON",2000-11-03,132.47,0,0,119.3,13.58,13.58,767.75,753.13,98.1,6.4,74.59
"309","BON",2000-11-04,126.8,0,0,129.4,13.25,13.25,761.21,752.92,98.91,6,74.3
"310","BON",2000-11-05,127.65,0,0,125,13,13,764.21,751,98.27,6,74.48
"311","BON",2000-11-06,126.27,0,0,128,12.84,12.84,766.58,750.67,97.92,5.5,74.58
"312","BON",2000-11-07,125.81,0,0,137,12.68,12.68,767.58,750.42,97.76,5.6,75.37
"313","BON",2000-11-08,128.15,0,0,125.5,12.37,12.37,759.13,749.5,98.73,6,74.96
"314","BON",2000-11-09,128.98,0,0,130.8,12.1,12.1,759.08,748.71,98.63,6,75.47
"315","BON",2000-11-10,131.52,0,0,135.5,11.79,11.79,763.46,746.58,97.79,6,75.5
"316","BON",2000-11-11,141.11,0,0,134.4,11.34,11.34,769.29,746.21,97,5,75.85
"317","BON",2000-11-12,140.48,0,0,135.5,11.16,11.16,769.96,744.71,96.72,7,74.69
"318","BON",2000-11-13,134.94,0,0,130.6,10.67,10.67,765.88,745.75,97.37,NA,74.55
"319","BON",2000-11-14,132.26,0,0,124.8,10.34,10.34,764.92,747.08,97.67,NA,73.56
"320","BON",2000-11-15,131.46,0,0,142.4,10.34,10.34,767.08,745.83,97.23,7,74.09
"321","BON",2000-11-16,130.36,0,0,139.9,10.11,10.11,771.17,747.17,96.89,7,74.89
"322","BON",2000-11-17,133.97,0,0,131.9,9.61,9.61,774.38,750.5,96.92,NA,75.81
"323","BON",2000-11-18,133.98,0,0,137.4,9.42,9.42,774.25,751.04,97,NA,75.76
"324","BON",2000-11-19,134.69,0,0,123.5,9.15,9.15,774,750.5,96.96,NA,75.03
"325","BON",2000-11-20,132.38,0,0,108.4,8.83,8.83,771.46,752.25,97.51,NA,73.4
"326","BON",2000-11-21,129.6,0,0,157.7,8.47,8.47,768.75,752.42,97.88,NA,73.71
"327","BON",2000-11-22,132.47,0,0,120.1,8.27,8.27,770.58,751.46,97.52,NA,74.36
"328","BON",2000-11-23,131.38,0,0,135.3,8.02,8.02,769.13,750.79,97.62,NA,73.6
"329","BON",2000-11-24,130,0,0,125.6,8.14,8.14,773,746.71,96.6,NA,73.79
"330","BON",2000-11-25,132.18,0,0,125.1,8.03,8.03,767.25,749.13,97.64,NA,73.12
"331","BON",2000-11-26,131.15,0,0,122.9,7.98,7.98,765.54,748.25,97.74,NA,73.13
"332","BON",2000-11-27,132.81,0,0,128.9,8.05,8.05,767.79,748.63,97.5,NA,72.18
"333","BON",2000-11-28,130.58,0,0,135.8,7.77,7.77,765.63,749.38,97.88,6.8,72.01
"334","BON",2000-11-29,131.08,0,0,138.7,7.44,7.44,759.38,750.33,98.81,6.8,72.45
"335","BON",2000-11-30,130.82,0,0,151.9,7.45,7.45,768.67,748.25,97.34,6,74.04
"336","BON",2000-12-01,130.35,0,0,131.3,7.4,7.4,768.42,751.96,97.86,6.3,75.06
"337","BON",2000-12-02,132.5,0,0,123.8,7.22,7.22,767.46,751.75,97.95,6,74.62
"338","BON",2000-12-03,133.72,0,0,140.9,7.21,7.21,769.71,751.54,97.64,7.5,74.35
"339","BON",2000-12-04,138.78,0,0,140.1,7.26,7.26,774.29,753.54,97.32,4.7,74.9
"340","BON",2000-12-05,138.85,0,0,137.4,6.93,6.93,774.75,754.96,97.45,6,74.91
"341","BON",2000-12-06,139.8,0,0,135.6,6.8,6.8,771.94,757,98.07,6,74.96
"342","BON",2000-12-07,150.16,0,0,142.5,6.77,6.77,766.81,752.26,98.2,6,74.46
"343","BON",2000-12-08,162.18,0,0,166.6,6.66,6.66,764.79,750.96,98.19,7,74.72
"344","BON",2000-12-09,151.01,0,0,145.6,6.77,6.77,763.92,748.38,97.97,7,73.55
"345","BON",2000-12-10,142.26,0,0,133,6.85,6.85,766.46,748.08,97.6,7,73.6
"346","BON",2000-12-11,149.08,0,0,149,6.51,6.51,767.5,749.25,97.62,5.5,73.18
"347","BON",2000-12-12,160.02,0,0,168.5,6.14,6.14,765.5,745.88,97.44,7,73.27
"348","BON",2000-12-13,167.14,0,0,174.9,5.88,5.88,759.25,743.25,97.89,NA,74.38
"349","BON",2000-12-14,176.69,0,0,168.9,5.71,5.71,758.17,739.88,97.59,6,74.39
"350","BON",2000-12-15,151.61,0,0,170.4,5.87,5.87,768.54,742.38,96.6,6,74.19
"351","BON",2000-12-16,137.35,0,0,126.2,5.88,5.88,767.79,747.33,97.34,4.5,75.8
"352","BON",2000-12-17,140.23,0,0,138.4,5.94,5.94,775.67,750.25,96.72,7,74.29
"353","BON",2000-12-18,142.8,0,0,140.9,5.8,5.8,774.92,753.29,97.21,7.5,74.59
"354","BON",2000-12-19,152.54,0,0,158.1,5.73,5.73,768.46,752.38,97.91,7,73.95
"355","BON",2000-12-20,151.05,0,0,157.4,5.75,5.75,768.17,750.5,97.7,7,74.59
"356","BON",2000-12-21,156.78,0,0,150.6,5.39,5.39,760.46,750.29,98.66,7,74.82
"357","BON",2000-12-22,140.72,0,0,130.7,5.1,5.1,762.17,745.96,97.88,6.4,73.98
"358","BON",2000-12-23,139.03,0,0,143.7,5.05,5.05,765.5,745.33,97.37,6.5,74.1
"359","BON",2000-12-24,138.99,0,0,137.2,5.12,5.12,771.21,746,96.73,6.5,74.11
"360","BON",2000-12-25,139.93,0,0,128,5.07,5.07,774.13,748.96,96.75,7,73.37
"361","BON",2000-12-26,139.9,0,0,137.2,4.82,4.82,772.38,755.21,97.78,6,72.62
"362","BON",2000-12-27,140.07,0,0,143.8,4.75,4.75,772.17,753.79,97.62,7,72.38
"363","BON",2000-12-28,139.06,0,0,150.8,4.7,4.7,774.04,755.46,97.6,7,73.3
"364","BON",2000-12-29,139.18,0,0,129.4,4.58,4.58,771,758.38,98.36,7,73.22
"365","BON",2000-12-30,139.43,0,0,149.5,4.66,4.66,769.46,756.63,98.33,6.5,72.85
"366","BON",2000-12-31,139.14,0,0,137.3,4.63,4.63,768.83,756.63,98.41,7,73.5
"367","BON",2001-01-01,139.05,0,0,112.8,4.62,4.62,772.04,755.63,97.87,7,73.6
"368","BON",2001-01-02,135.96,0,0,122,4.53,4.53,773.63,761.58,98.44,7,72.2
"369","BON",2001-01-03,136.45,0,0,143.1,4.48,4.48,772.63,761.08,98.51,7,72.15
"370","BON",2001-01-04,137.32,0,0,148.6,4.55,4.55,768.71,757.5,98.54,7,73.14
"371","BON",2001-01-05,133.58,0,0,137.9,4.5,4.5,767.26,758.48,98.86,NA,73.67
"372","BON",2001-01-06,128.9,0,0,129.2,NA,NA,NA,NA,NA,NA,74.19
"373","BON",2001-01-07,138.29,0,0,127.9,NA,NA,NA,NA,NA,NA,73.54
"374","BON",2001-01-08,130.88,0,0,143.1,4.41,4.41,760.29,755.86,99.42,NA,73.12
"375","BON",2001-01-09,129.33,0,0,143.4,4.52,4.52,756.3,754.83,99.81,NA,74.4
"376","BON",2001-01-10,127.74,0,0,118.9,4.43,4.43,756.08,753.63,99.68,NA,74.96
"377","BON",2001-01-11,128.68,0,0,143.1,4.52,4.52,756,754,99.74,7,75.84
"378","BON",2001-01-12,130.73,0,0,132.1,4.64,4.64,761.92,753.58,98.91,7,76.48
"379","BON",2001-01-13,128.15,0,0,129.5,4.69,4.69,763.79,754,98.72,NA,76.65
"380","BON",2001-01-14,129.3,0,0,123.8,4.86,4.86,770.71,754.71,97.92,7,76.59
"381","BON",2001-01-15,128.52,0,0,128.2,4.91,4.91,772.75,755.71,97.79,7.5,75.96
"382","BON",2001-01-16,131.91,0,0,135.8,4.85,4.85,772.46,757.92,98.12,7,76.06
"383","BON",2001-01-17,133.12,0,0,137.4,4.68,4.68,774.42,759.46,98.07,7,76.69
"384","BON",2001-01-18,147.7,0,0,142.4,4.62,4.62,772.58,760.42,98.43,6,76.6
"385","BON",2001-01-19,158.36,0,0,153,4.56,4.56,769.79,759.13,98.61,7,75.78
"386","BON",2001-01-20,136.82,0,0,133.1,4.47,4.47,768.54,757.96,98.62,NA,75.25
"387","BON",2001-01-21,135.47,0,0,107.2,4.44,4.44,768.75,758.71,98.69,6.5,74.09
"388","BON",2001-01-22,133.3,0,0,161.8,4.56,4.56,769.13,759.38,98.73,7,73.41
"389","BON",2001-01-23,136.02,0,0,142.5,4.55,4.55,765.13,762,99.59,7,75.15
"390","BON",2001-01-24,127.33,0,0,124.5,4.48,4.48,763.96,759.83,99.46,NA,75.2
"391","BON",2001-01-25,129.06,0,0,131.9,4.4,4.4,763.22,759.04,99.45,NA,75.45
"392","BON",2001-01-26,130.4,0,0,129.3,4.35,4.35,767.19,760.29,99.1,NA,75.56
"393","BON",2001-01-27,128.85,0,0,127.7,4.25,4.25,769.04,762.25,99.12,NA,75.65
"394","BON",2001-01-28,133.4,0,0,131.7,4.27,4.27,764.67,763.46,99.84,7,75.64
"395","BON",2001-01-29,126.83,0,0,111.9,4.16,4.16,767.71,761.92,99.25,7,74.57
"396","BON",2001-01-30,128.28,0,0,141.8,4.23,4.23,774.46,763.08,98.53,6.5,74.2
"397","BON",2001-01-31,130.83,0,0,125.8,4.32,4.32,773.04,766.13,99.11,7,74.69
"398","BON",2001-02-01,132.88,0,0,127.4,4.29,4.29,768.92,768.42,99.94,7,73.94
"399","BON",2001-02-02,129.2,0,0,121.4,4.32,4.32,769.88,769,99.89,7,73.56
"400","BON",2001-02-03,128.58,0,0,126.5,4.31,4.31,773.17,770.96,99.71,NA,73.28
"401","BON",2001-02-04,128.9,0,0,122.8,4.24,4.24,769.25,773.46,100.55,NA,72.7
"402","BON",2001-02-05,123.15,0,0,129.1,4.33,4.33,770.83,774.5,100.48,NA,72.89
"403","BON",2001-02-06,122.14,0,0,124.8,4.38,4.38,764.96,777.13,101.59,NA,73.09
"404","BON",2001-02-07,124.7,0,0,139,4.39,4.39,768.16,777.79,101.25,3.4,74.24
"405","BON",2001-02-08,123.54,0,0,121.6,4.28,4.28,763.24,778.06,101.94,5,74.61
"406","BON",2001-02-09,126.1,0,0,130.3,4.19,4.19,760.25,776.54,102.14,5,74.8
"407","BON",2001-02-10,126.15,0,0,127.6,4.05,4.05,756.21,774.25,102.39,6,74.86
"408","BON",2001-02-11,126.62,0,0,123.4,3.81,3.81,756.96,772.5,102.05,NA,75.08
"409","BON",2001-02-12,127.33,0,0,135,3.97,3.97,763.65,776.25,101.66,5,75.03
"410","BON",2001-02-13,130.23,0,0,126.5,4.06,4.06,765.25,781.21,102.09,6,75.46
"411","BON",2001-02-14,146.21,0,0,139.5,4.05,4.05,763.08,784.29,102.78,NA,74.82
"412","BON",2001-02-15,143.51,0,0,149.3,4.13,4.13,760.79,784.92,103.17,NA,74.93
"413","BON",2001-02-16,152.98,0,0,147.7,4.19,4.19,766,782.29,102.13,NA,75.09
"414","BON",2001-02-17,136.87,0,0,141.9,4.12,4.12,764.33,779.38,101.97,NA,74.68
"415","BON",2001-02-18,134.02,0,0,121.7,4.06,4.06,763.54,775.21,101.53,5,74.05
"416","BON",2001-02-19,133.06,0,0,131.6,4.09,4.09,761,777.33,102.15,6,73.25
"417","BON",2001-02-20,131.76,0,0,134.7,4.18,4.18,762.63,776.71,101.85,5,73.23
"418","BON",2001-02-21,131.11,0,0,128.3,4.29,4.29,763.54,778.79,102,6,73.69
"419","BON",2001-02-22,128.37,0,0,127.3,4.37,4.37,760.42,779.88,102.56,5.5,73.33
"420","BON",2001-02-23,125.95,0,0,143.8,4.31,4.31,758.67,779.71,102.77,6,74.48
"421","BON",2001-02-24,125.51,0,0,116.2,4.29,4.29,755.57,782.46,103.56,6,75.45
"422","BON",2001-02-25,124.73,0,0,115,4.36,4.36,763.21,786.25,103.02,6,73.92
"423","BON",2001-02-26,128.53,0,0,139.6,4.35,4.35,769.85,788.65,102.44,5.6,74.06
"424","BON",2001-02-27,131.58,0,0,137.9,4.35,4.35,770.04,788.79,102.44,6.8,74.67
"425","BON",2001-02-28,131.53,0,0,135.3,4.23,4.23,763.75,789.25,103.34,5,75.15
"426","BON",2001-03-01,129.07,0,0,132,4.14,4.14,758.46,796.08,104.96,5.6,76
"427","BON",2001-03-02,127.43,0,0,124.3,4.21,4.21,761.13,795.71,104.54,5.6,75.48
"428","BON",2001-03-03,126.32,0,0,122.7,4.38,4.38,761.67,797.08,104.65,5.8,75.58
"429","BON",2001-03-04,129.99,0,0,112.8,4.44,4.44,758,793.13,104.63,NA,74.68
"430","BON",2001-03-05,128.67,0,0,139.9,4.51,4.51,764.08,789.75,103.36,NA,73.65
"431","BON",2001-03-06,129.78,0,0,133.6,4.69,4.69,767,794.92,103.64,NA,74.48
"432","BON",2001-03-07,122.92,0,0,115.8,4.86,4.86,765.92,799.04,104.33,5.5,74.55
"433","BON",2001-03-08,119.4,0,0,107.8,5.14,5.14,766.5,803.75,104.86,5.5,73.79
"434","BON",2001-03-09,117.15,0,0,129.8,5.36,5.36,766.5,807.92,105.4,6,73.55
"435","BON",2001-03-10,117.11,9.99,8.53,114.8,5.56,5.56,766.83,804.71,104.94,5,74.22
"436","BON",2001-03-11,117.71,23.61,20.06,116.7,5.65,5.65,768.17,797,103.75,5.6,74.13
"437","BON",2001-03-12,119.55,23.58,19.72,123,5.82,5.82,769.38,791.92,102.93,5,74.04
"438","BON",2001-03-13,118.64,13.73,11.58,114.2,5.87,5.87,765.67,789.92,103.17,5,73.83
"439","BON",2001-03-14,118.64,0,0,127.8,6.05,6.05,769.58,788.92,102.51,5,74.22
"440","BON",2001-03-15,119.88,0,0,124.4,6.14,6.14,763.42,791.71,103.71,6,74.89
"441","BON",2001-03-16,134.93,0,0,139.7,6.09,6.09,765.42,790.88,103.33,5.5,75.35
"442","BON",2001-03-17,125.28,0,0,121.5,6.07,6.07,763.88,791,103.55,5,75.15
"443","BON",2001-03-18,116.28,0,0,111.3,6.11,6.11,762.88,791.88,103.8,6,74.98
"444","BON",2001-03-19,134.53,0,0,120.8,6.29,6.29,766.25,792.75,103.46,6,74.34
"445","BON",2001-03-20,131.21,0,0,125.1,6.47,6.47,767.21,795.83,103.73,5.5,73.33
"446","BON",2001-03-21,126.7,0,0,139.6,6.68,6.68,765.52,800.44,104.59,6,73.13
"447","BON",2001-03-22,139.45,0,0,145.1,6.9,6.9,762.83,804.21,105.42,5.4,73.98
"448","BON",2001-03-23,147.48,0,0,147.5,7.08,7.08,761.96,803.83,105.5,5.5,75.15
"449","BON",2001-03-24,101.7,0,0,100.4,7.22,7.22,758.17,799.79,105.49,5,74.88
"450","BON",2001-03-25,101.1,0,0,100.3,7.38,7.38,763.5,798.67,104.61,5,74.47
"451","BON",2001-03-26,121.5,0,0,128.7,7.53,7.53,769.33,802.5,104.31,4,75.01
"452","BON",2001-03-27,136.44,0,0,140.9,7.54,7.54,766.38,800.38,104.44,5,75.83
"453","BON",2001-03-28,126.19,0,0,125.7,7.57,7.57,765.04,795.63,104,5,75.85
"454","BON",2001-03-29,137.59,0,0,137.1,7.73,7.73,766.83,793.87,103.53,5,75.69
"455","BON",2001-03-30,144.5,0,0,150.1,7.77,7.77,766.5,793.38,103.51,4,76.05
"456","BON",2001-03-31,124.33,0,0,118.5,7.95,7.95,762.32,792.77,104,4,75.65
"457","BON",2001-04-01,112.87,0,0,108.3,8.21,8.21,760.35,790.39,103.95,5,75.49
"458","BON",2001-04-02,120.4,0,0,125.2,8.22,8.22,758.67,788.08,103.88,4.5,75.47
"459","BON",2001-04-03,134.21,0,0,137.5,8.16,8.16,763.33,784.88,102.82,4,75.8
"460","BON",2001-04-04,132.57,0,0,129.1,8.21,8.21,766.75,788.17,102.79,3.5,75.73
"461","BON",2001-04-05,117.65,0,0,121.3,8.34,8.34,761,791.63,104.03,4,75.75
"462","BON",2001-04-06,135.2,0,0,132.8,8.38,8.38,756,787.88,104.22,3.5,75.85
"463","BON",2001-04-07,121.85,0,0,119.2,8.34,8.34,759.13,783.04,103.15,5.3,76.08
"464","BON",2001-04-08,103.95,0,0,100,8.38,8.38,763.13,780.04,102.22,4.8,75.32
"465","BON",2001-04-09,119.86,0,0,127.4,8.45,8.45,766.88,780.08,101.72,4,75.74
"466","BON",2001-04-10,136.18,0,0,131.2,8.42,8.42,760.33,775.33,101.97,4.5,75.78
"467","BON",2001-04-11,134.99,0,0,138.7,8.44,8.44,760.46,771.21,101.41,4,75.84
"468","BON",2001-04-12,130.69,0,0,132.5,8.51,8.51,764.46,775.04,101.38,4.5,75.8
"469","BON",2001-04-13,127.6,0,0,126.3,8.48,8.48,767.75,778.5,101.4,5.5,76.05
"470","BON",2001-04-14,99.97,0,0,95.9,8.42,8.42,766.18,780.25,101.85,5,75.99
"471","BON",2001-04-15,99.64,0,0,95.2,8.42,8.42,762.71,781.92,102.52,5,75.58
"472","BON",2001-04-16,110.76,0,0,116.9,8.58,8.58,759.04,785.5,103.49,6,75.31
"473","BON",2001-04-17,120.49,0,0,122.1,8.78,8.78,763.83,789.42,103.35,6,75.78
"474","BON",2001-04-18,136.32,0,0,140,9.08,9.08,762.21,795.91,104.41,5.5,75.85
"475","BON",2001-04-19,121.36,0,0,117.2,9.28,9.28,759.75,797.29,104.94,5.5,75.8
"476","BON",2001-04-20,124.18,0,0,121.9,9.43,9.43,757.83,794.67,104.86,5.5,75.52
"477","BON",2001-04-21,111.22,0,0,103.3,9.56,9.56,763.88,791.88,103.67,5.5,75.19
"478","BON",2001-04-22,93.93,0,0,93.5,9.65,9.65,767.92,789.71,102.84,5,74.61
"479","BON",2001-04-23,101.59,0,0,111.2,9.65,9.65,769.88,787.54,102.29,5,75.31
"480","BON",2001-04-24,118.64,0,0,105.4,9.81,9.81,768,790,102.87,5,75.73
"481","BON",2001-04-25,122.23,0,0,136.5,10.14,10.14,762.26,799.79,104.95,6.2,75.55
"482","BON",2001-04-26,126.02,0,0,126.4,10.58,10.58,759.96,808.88,106.44,6.2,75.72
"483","BON",2001-04-27,130.23,0,0,132.6,10.88,10.88,758.67,808.83,106.61,5.4,75.85
"484","BON",2001-04-28,109.71,0,0,101.5,11.17,11.17,759,799.04,105.28,6,75.55
"485","BON",2001-04-29,139.49,0,0,142.7,11.25,11.25,761.75,793.42,104.16,4,75.65
"486","BON",2001-04-30,147.24,0,0,145.5,11.23,11.23,761.29,788.92,103.63,5.5,75.5
"487","BON",2001-05-01,161.98,0,0,163.6,10.9,10.9,768.83,784.42,102.03,5,75.57
"488","BON",2001-05-02,159.26,0,0,164.9,10.35,10.35,772.38,786.17,101.79,4.8,75.65
"489","BON",2001-05-03,153.91,0,0,151.4,11.32,11.32,768.88,791.75,102.98,3.5,75.71
"490","BON",2001-05-04,142.78,0,0,142.9,11.78,11.78,762.43,797.58,104.61,5.5,75.71
"491","BON",2001-05-05,134.4,0,0,136.9,11.97,11.97,766.42,789.71,103.04,4,75.71
"492","BON",2001-05-06,149.71,0,0,144.1,12.18,12.18,766.38,792.54,103.41,5,75.8
"493","BON",2001-05-07,139.95,0,0,135.7,12.5,12.5,766.83,799.83,104.3,3.5,75.34
"494","BON",2001-05-08,133.44,0,0,128.4,12.79,12.79,765.63,802,104.75,3.5,74.99
"495","BON",2001-05-09,124,0,0,126.1,13.27,13.27,764.71,796.17,104.05,NA,74.69
"496","BON",2001-05-10,110.65,0,0,108.3,12.94,12.94,765.96,794.35,103.71,4.5,74.96
"497","BON",2001-05-11,109.96,0,0,122.9,13.21,13.21,760.5,799.91,105.16,4.5,75.45
"498","BON",2001-05-12,120.73,0,0,117,13.5,13.5,757.91,802.59,106.29,4,75.77
"499","BON",2001-05-13,110.75,0,0,112.6,13.65,13.65,762.25,801.83,105.19,4,75.65
"500","BON",2001-05-14,122.55,0,0,125.1,13.69,13.69,760.13,793.13,104.34,4,75.99
"501","BON",2001-05-15,131.49,0,0,133.2,13.56,13.56,760.33,788.33,103.68,5,75.95
"502","BON",2001-05-16,158.28,10.56,6.67,153.6,13.4,13.4,766.13,785.29,102.5,5,74.96
"503","BON",2001-05-17,175.25,49.54,28.27,177.4,13.28,13.28,765.92,787.79,102.86,4.5,75.22
"504","BON",2001-05-18,180.37,49.79,27.6,178.4,13.49,13.49,768.17,792.5,103.17,4.8,75.08
"505","BON",2001-05-19,139.15,49.58,35.63,128.1,13.75,13.75,768.38,813.58,105.88,5,74.84
"506","BON",2001-05-20,125.85,49.46,39.3,128.8,13.94,13.94,770.17,808.63,104.99,5,74.54
"507","BON",2001-05-21,145.77,49.66,34.07,143.8,14.36,14.36,766.96,814.79,106.24,4.5,75.05
"508","BON",2001-05-22,140.53,48.78,34.71,150,14.94,14.94,761.04,826.17,108.56,5.5,75.2
"509","BON",2001-05-23,171.04,49.25,28.79,169.1,15.35,15.35,760.63,848.54,111.56,6.5,74.83
"510","BON",2001-05-24,165.2,35.56,21.53,166.3,15.82,15.82,763,843.63,110.57,5.8,75.68
"511","BON",2001-05-25,159.12,49.68,31.22,161,16.13,16.13,762.67,828.63,108.65,4.5,75.57
"512","BON",2001-05-26,143.96,49.83,34.61,146.7,16.4,16.4,757.92,827.38,109.17,4.5,76.03
"513","BON",2001-05-27,136.13,49.63,36.45,130.3,16.27,16.27,756.58,817.58,108.06,4.8,75.31
"514","BON",2001-05-28,121.66,49.77,40.91,120.4,15.96,15.96,760.42,804.42,105.79,5.5,75.68
"515","BON",2001-05-29,149.83,49.66,33.14,159.4,15.74,15.74,769.08,801.63,104.23,6,75.47
"516","BON",2001-05-30,174.53,49.67,28.46,169.9,15.78,15.78,769.54,817.33,106.21,6,75.55
"517","BON",2001-05-31,170.15,49.5,29.09,168.2,15.97,15.97,761.92,831.04,109.08,6.5,75.21
"518","BON",2001-06-01,175.41,49.29,28.1,170.7,16.41,16.41,758.54,833.92,109.94,7,74.79
"519","BON",2001-06-02,134.8,49.59,36.79,130.9,16.36,16.36,761,813.42,106.89,5,75.23
"520","BON",2001-06-03,116.06,49.4,42.56,111.4,16.32,16.32,763.13,800.5,104.9,5,74.77
"521","BON",2001-06-04,144.31,49.31,34.17,153.6,16.33,16.33,761.04,794.33,104.38,6,74.71
"522","BON",2001-06-05,153.8,49.64,32.27,161,16.21,16.21,761,792.13,104.09,4.5,75.38
"523","BON",2001-06-06,157.03,49.75,31.68,158.3,16.03,16.03,766,800.96,104.56,5.5,75.63
