"","Project","Date","Outflow (kcfs)","Spill (kcfs)","Spill Percent (%)","Inflow (kcfs)","Temp (Scroll Case) (C)","Temperature (C)","Barometric Pressure (mmHg)","Dissolved Gas (mmHg)","Dissolved Gas Percent (%)","Turbidity (ft)","Elevation (ft)"
"1696","BON",2004-07-25,131.35,82.49,62.8,134.3,21.82,21.82,763.37,825.71,108.17,7,75.92
"1697","BON",2004-07-26,159.12,82.24,51.68,161.2,21.76,21.76,762.62,798.75,104.74,6.8,75.98
"1698","BON",2004-07-27,161.33,93.87,58.18,157.2,21.81,21.81,760.54,788.46,103.67,6,75.9
"1699","BON",2004-07-28,152.41,70.44,46.22,152.3,22.07,22.07,760.04,795,104.6,4.5,75.68
"1700","BON",2004-07-29,158.03,50.55,31.99,159.6,21.99,21.99,759.91,797.96,105.01,6,75.59
"1701","BON",2004-07-30,171.64,72.46,42.22,173,22.01,22.01,759.87,792.37,104.28,5,75.62
"1702","BON",2004-07-31,169.11,89.05,52.66,171.9,22.08,22.08,757.91,787.46,103.9,5.5,76.08
"1703","BON",2004-08-01,147.19,95.9,65.15,136.5,22.03,22.03,757.79,786.04,103.73,7,75.45
"1704","BON",2004-08-02,142.81,88.7,62.11,147.8,22.01,22.01,758.79,783.08,103.2,7,75.08
"1705","BON",2004-08-03,144.12,89.45,62.07,146.4,21.83,21.83,761.37,775.29,101.83,5,75.72
"1706","BON",2004-08-04,157.05,92.49,58.89,146.4,22.02,22.02,759.71,780.58,102.75,5,75.27
"1707","BON",2004-08-05,145.37,89.95,61.88,149.7,22.07,22.07,760.79,783.75,103.02,7,75.46
"1708","BON",2004-08-06,130.13,88.36,67.9,124.5,22.01,22.01,759.96,792.33,104.26,7,75.27
"1709","BON",2004-08-07,126.65,84.7,66.88,132.6,21.79,21.79,766.37,793.25,103.51,6.5,75.5
"1710","BON",2004-08-08,124.26,82.12,66.08,110.3,21.94,21.94,764.08,798.37,104.49,5.5,74.64
"1711","BON",2004-08-09,123.79,81.14,65.55,133.8,21.92,21.92,761.41,795.5,104.48,6.2,74.26
"1712","BON",2004-08-10,140.64,86.14,61.25,146.8,22.35,22.35,763.16,818.41,107.24,7,75.01
"1713","BON",2004-08-11,179.53,96.03,53.49,179.3,22.68,22.68,761.75,821.08,107.79,5,75.43
"1714","BON",2004-08-12,163.6,96.38,58.92,162.2,22.97,22.97,760.04,827.5,108.88,7,75.43
"1715","BON",2004-08-13,152.11,89.99,59.16,154.9,23.1,23.1,759.21,823.96,108.53,5,75.48
"1716","BON",2004-08-14,131.48,88.93,67.64,127.8,23.02,23.02,758.87,811.54,106.94,7,75.42
"1717","BON",2004-08-15,128.36,84.72,66,125.5,22.84,22.84,760.75,802.54,105.49,7,75.25
"1718","BON",2004-08-16,151.73,92.99,61.29,163.6,22.63,22.63,761.75,792.71,104.06,7,75.04
"1719","BON",2004-08-17,152.28,97.05,63.73,149.4,22.57,22.57,763.46,785.16,102.84,5,75.52
"1720","BON",2004-08-18,168.22,102.26,60.79,171.5,22.48,22.48,761.87,785.5,103.1,5,75.9
"1721","BON",2004-08-19,164.9,101.99,61.85,162,22.51,22.51,760.75,791.16,104,6,75.62
"1722","BON",2004-08-20,165.12,98.9,59.89,162.2,22.56,22.56,760.83,795.58,104.57,7,75.56
"1723","BON",2004-08-21,164.71,100.57,61.06,166.7,22.65,22.65,757.79,791.12,104.4,6,75.82
"1724","BON",2004-08-22,132.93,90.43,68.03,127.2,22.62,22.62,754.96,789,104.51,5,75.63
"1725","BON",2004-08-23,129.5,86.71,66.96,133.1,22.27,22.27,756.66,784.08,103.62,6.8,75.56
"1726","BON",2004-08-24,136.79,91.87,67.16,136.1,22,22,755.91,786.21,104.01,6,75.37
"1727","BON",2004-08-25,138.29,90.42,65.39,137.5,21.57,21.57,755.91,776.96,102.78,6,75.77
"1728","BON",2004-08-26,153.85,96.89,62.98,154.4,21.5,21.5,763.91,784.58,102.71,4.5,75.64
"1729","BON",2004-08-27,183.02,111.23,60.77,177.3,21.44,21.44,767.71,793.25,103.33,4.5,75.35
"1730","BON",2004-08-28,173.44,106.06,61.15,177.5,21.63,21.63,766.08,799.41,104.35,5.5,75.25
"1731","BON",2004-08-29,161.35,97.9,60.68,152.7,21.62,21.62,763.04,801.75,105.07,5,75.03
"1732","BON",2004-08-30,188.38,97.85,51.94,204.5,21.67,21.67,761.83,806.83,105.91,6,75.65
"1733","BON",2004-08-31,181.92,97.18,53.42,175.3,21.71,21.71,761.04,817.54,107.42,7,75.54
"1734","BON",2004-09-01,145.33,7.45,5.13,143,21.52,21.52,763.12,812.91,106.53,7,75.41
"1735","BON",2004-09-02,153.46,2.23,1.46,157.8,20.83,20.83,764.66,796.21,104.13,6,75.79
"1736","BON",2004-09-03,130.73,2.42,1.85,121.4,20.45,20.45,765.12,785.54,102.67,7,75.33
"1737","BON",2004-09-04,101.58,2.18,2.14,91.4,20.16,20.16,765.33,770.21,100.64,6,74.21
"1738","BON",2004-09-05,99.44,2.15,2.16,99.1,19.81,19.81,766.25,760.83,99.29,6,74.02
"1739","BON",2004-09-06,99.86,2.22,2.22,96,19.76,19.76,764.62,760.5,99.46,6,73.33
"1740","BON",2004-09-07,100.35,2.21,2.2,99.3,19.83,19.83,763.41,761.58,99.76,7,73.02
"1741","BON",2004-09-08,94.8,2.18,2.3,105,19.88,19.88,761.5,762.87,100.18,7,74.09
"1742","BON",2004-09-09,92.54,2.23,2.41,108.1,19.79,19.79,761.83,761.75,99.99,7,75.55
"1743","BON",2004-09-10,129.1,2.25,1.74,130.5,19.79,19.79,759.75,759.91,100.02,6,75.47
"1744","BON",2004-09-11,116.39,2.22,1.9,111.6,19.98,19.98,760.83,760.75,99.99,7,75.14
"1745","BON",2004-09-12,102.17,2.25,2.2,106.1,19.98,19.98,759.83,758.71,99.85,6,75.83
"1746","BON",2004-09-13,104.23,2.28,2.19,101.5,19.66,19.66,758.12,755.33,99.63,7,75.87
"1747","BON",2004-09-14,103.52,2.26,2.18,103.2,19.31,19.31,762.33,753.16,98.8,6,75.81
"1748","BON",2004-09-15,114.01,2.23,1.96,114.3,19.26,19.26,758.41,754.71,99.51,7,75.9
"1749","BON",2004-09-16,91.4,2.41,2.63,91.5,19.13,19.13,758.33,753.79,99.4,6,75.97
"1750","BON",2004-09-17,105.04,2.23,2.12,108.7,18.91,18.91,754.04,751.62,99.68,6.5,76.04
"1751","BON",2004-09-18,114.82,2.4,2.09,112.4,18.73,18.73,754,750.37,99.52,7,75.93
"1752","BON",2004-09-19,102.93,2.35,2.28,97.2,18.58,18.58,755.83,749.66,99.18,7,75.48
"1753","BON",2004-09-20,114.79,2.27,1.98,121.6,18.44,18.44,764.91,750.91,98.17,6,75.93
"1754","BON",2004-09-21,99.68,2.27,2.27,98.8,18.26,18.26,768.54,752,97.85,5,76.01
"1755","BON",2004-09-22,113.16,2.26,2,110.5,18.16,18.16,764.08,754.37,98.73,7,75.79
"1756","BON",2004-09-23,124.84,2.24,1.79,129,18.04,18.04,764.41,756.62,98.98,6.2,75.93
"1757","BON",2004-09-24,133.38,2.08,1.56,132.5,18,18,762.62,759.16,99.55,7,75.83
"1758","BON",2004-09-25,118.9,2.08,1.75,113.5,18.11,18.11,761.91,760.66,99.84,6,75.48
"1759","BON",2004-09-26,113.03,2.26,2,114.4,18.25,18.25,763.46,761.54,99.75,7,75.91
"1760","BON",2004-09-27,120.53,2.17,1.8,125.4,18.23,18.23,761.16,760.91,99.97,7,76
"1761","BON",2004-09-28,124.57,2.22,1.78,116.9,18.25,18.25,758.79,761.25,100.32,7,75.76
"1762","BON",2004-09-29,116.85,2.25,1.93,125.7,18.25,18.25,760.12,760.96,100.11,7,75.89
"1763","BON",2004-09-30,119.71,2.12,1.77,114.8,18.08,18.08,759.33,757.91,99.81,7,75.89
"1764","BON",2004-10-01,96.39,2.25,2.33,95.9,17.9,17.9,761.71,757.33,99.43,7,75.72
"1765","BON",2004-10-02,89.41,2.1,2.35,87.6,17.71,17.71,764,757.04,99.09,7,75.41
"1766","BON",2004-10-03,96.99,2.13,2.2,102,17.7,17.7,765.25,759.75,99.28,7,75.56
"1767","BON",2004-10-04,117.89,1.97,1.67,118.2,17.63,17.63,763.87,760.71,99.59,7,75.8
"1768","BON",2004-10-05,111.54,2.1,1.88,112.1,17.74,17.74,762.04,765.21,100.42,7,75.63
"1769","BON",2004-10-06,106.29,2.05,1.93,106.3,17.91,17.91,762.33,765.79,100.45,8,76.05
"1770","BON",2004-10-07,124.13,2.22,1.79,121.8,17.87,17.87,763.33,762.33,99.87,7,75.72
"1771","BON",2004-10-08,144.49,2.18,1.51,148.5,17.85,17.85,758.37,760.5,100.28,7,75.85
"1772","BON",2004-10-09,119.08,2.39,2.01,113.6,17.65,17.65,762.87,758.41,99.42,6,75.53
"1773","BON",2004-10-10,95.15,2.22,2.33,81,17.45,17.45,767.71,756.46,98.53,7,74.8
"1774","BON",2004-10-11,92.03,2.24,2.44,101.9,17.31,17.31,767.87,757.5,98.65,7,74.25
"1775","BON",2004-10-12,94.12,2.4,2.55,98.8,17.3,17.3,769.25,758.21,98.56,7,75.4
"1776","BON",2004-10-13,101.73,2.22,2.18,102.7,17.31,17.31,769,761.41,99.01,7,75.72
"1777","BON",2004-10-14,90.08,2.24,2.48,88.4,17.21,17.21,765.04,763.29,99.77,7,75.69
"1778","BON",2004-10-15,121.12,2.24,1.85,122.3,17.29,17.29,761,763.12,100.28,7,75.78
"1779","BON",2004-10-16,88.11,2.23,2.53,89.5,17.39,17.39,752.75,759.75,100.93,7,75.7
"1780","BON",2004-10-17,83.25,2.22,2.67,87.3,17.32,17.32,745.25,754,101.17,7,76.1
"1781","BON",2004-10-18,104.34,4.21,4.04,101.5,16.92,16.92,750.58,746.37,99.44,7,75.98
"1782","BON",2004-10-19,114.59,2.18,1.91,117.2,16.58,16.58,744.75,742.08,99.64,7,75.75
"1783","BON",2004-10-20,142.3,3.09,2.17,136.4,16.51,16.51,753.25,745.46,98.97,7,75.24
"1784","BON",2004-10-21,138.54,2.21,1.59,136.8,16.34,16.34,756.91,748.12,98.84,7,74.87
"1785","BON",2004-10-22,136.48,1.95,1.43,134.1,16.01,16.01,757.79,746.54,98.52,7,75.22
"1786","BON",2004-10-23,125.35,2.16,1.73,131.6,15.75,15.75,759.5,745.83,98.2,7,75.21
"1787","BON",2004-10-24,110.02,2.26,2.06,106,15.54,15.54,761.96,746.62,97.99,7,75.61
"1788","BON",2004-10-25,113.41,2.17,1.91,122.2,15.2,15.2,754.33,745.46,98.83,7,75.31
"1789","BON",2004-10-26,124.28,2.34,1.88,123.2,14.79,14.79,751.25,742.71,98.86,7,76.14
"1790","BON",2004-10-27,128.8,2.28,1.77,120.8,14.84,14.84,757.37,743.66,98.19,7,75.47
"1791","BON",2004-10-28,105.38,2.3,2.19,98.8,14.64,14.64,760.46,740.29,97.35,7,74.93
"1792","BON",2004-10-29,107.92,2.2,2.04,114,14.26,14.26,766.08,743.96,97.11,7,74.7
"1793","BON",2004-10-30,105.4,2.2,2.09,100.2,14.02,14.02,763.54,746.21,97.73,7,74.93
"1794","BON",2004-10-31,106.48,2.16,2.03,109.8,13.6,13.6,769.92,748.6,97.23,7,74.65
"1795","BON",2004-11-01,123.98,2.32,1.87,124.1,13.33,13.33,770.29,750.08,97.38,7,75.28
"1796","BON",2004-11-02,124.96,2.18,1.74,127.9,13.15,13.15,765.25,750.83,98.12,7,74.65
"1797","BON",2004-11-03,124.06,2.17,1.75,117.2,12.94,12.94,772.75,752.58,97.39,6,74.77
"1798","BON",2004-11-04,128.15,2.17,1.69,131.4,12.44,12.44,770.12,751.91,97.64,7,74.67
"1799","BON",2004-11-05,128.94,2.17,1.68,125.8,12.04,12.04,767.54,750.21,97.74,7,74.24
"1800","BON",2004-11-06,126.88,2.3,1.82,129.6,11.88,11.88,765.08,748.62,97.85,7,74.37
"1801","BON",2004-11-07,118.6,2.19,1.85,110.2,11.86,11.86,763.16,748.54,98.08,7,74.4
"1802","BON",2004-11-08,115.57,2.2,1.9,117.4,11.71,11.71,761.33,749.79,98.48,7,73.98
"1803","BON",2004-11-09,118.74,2.21,1.86,130.2,11.63,11.63,763.33,748.71,98.08,7,74.32
"1804","BON",2004-11-10,121.72,2.27,1.87,115.6,11.62,11.62,765.37,749.41,97.92,7,74.61
"1805","BON",2004-11-11,119.34,2.2,1.84,115.2,11.59,11.59,765.37,750.41,98.05,6,74.89
"1806","BON",2004-11-12,120.19,2.19,1.82,125,11.39,11.39,766,750.62,97.99,7,74.28
"1807","BON",2004-11-13,116.98,2.18,1.87,118.1,11.24,11.24,768.16,749.16,97.53,7,74.39
"1808","BON",2004-11-14,121.8,2.23,1.83,122.8,11.15,11.15,766.5,750,97.85,7,74.34
"1809","BON",2004-11-15,118.27,2.21,1.87,126.7,11.07,11.07,762.41,747.91,98.1,7,75.2
"1810","BON",2004-11-16,121.2,2.23,1.84,122.4,11.14,11.14,766.96,745.62,97.22,7,75.37
"1811","BON",2004-11-17,132.58,2.26,1.71,130,11.03,11.03,769.41,746.87,97.07,NA,75.75
"1812","BON",2004-11-18,132.83,2.24,1.69,130.5,10.86,10.86,770.41,748.21,97.12,7,75.44
"1813","BON",2004-11-19,121.5,2.19,1.8,124.2,10.67,10.67,773.58,748.08,96.7,7,74.91
"1814","BON",2004-11-20,126.67,2.23,1.76,129.2,10.44,10.44,772.66,748.79,96.91,7,76.06
"1815","BON",2004-11-21,133.9,2.23,1.67,132,10.22,10.22,769.75,747.54,97.12,7,76.22
"1816","BON",2004-11-22,129.76,2.22,1.71,130.9,10.04,10.04,765.41,746.58,97.54,7,75.47
"1817","BON",2004-11-23,131.64,2.23,1.7,131.1,9.93,9.93,765.87,748.46,97.73,7,75.9
"1818","BON",2004-11-24,128.87,2.24,1.74,115.2,10.09,10.09,763.21,750.96,98.4,7,74.93
"1819","BON",2004-11-25,114.45,2.18,1.91,107.5,10.21,10.21,761.79,753,98.85,7,73.69
"1820","BON",2004-11-26,131.93,2.19,1.66,141.4,10.05,10.05,765.91,751.29,98.09,7,74.1
"1821","BON",2004-11-27,117.46,2.26,1.92,122,9.85,9.85,765.16,749.54,97.96,7,75.08
"1822","BON",2004-11-28,120.8,2.5,2.07,103,9.62,9.62,772.46,748.83,96.94,7,74.33
"1823","BON",2004-11-29,128.79,2.28,1.77,142,9.25,9.25,771.25,748.21,97.01,7,74.13
"1824","BON",2004-11-30,138.93,2.19,1.57,128.2,9.05,9.05,769.33,746.91,97.09,7,74.48
"1825","BON",2004-12-01,140.02,0.93,0.67,155.2,9.07,9.07,771.62,747.83,96.92,7,73.81
"1826","BON",2004-12-02,145.68,0.95,0.65,150.8,9.09,9.09,774.12,749.62,96.84,NA,74.85
"1827","BON",2004-12-03,137.53,1.03,0.75,134.3,9.04,9.04,768.83,749.46,97.48,NA,75.48
"1828","BON",2004-12-04,147.2,1.03,0.7,139.3,8.94,8.94,755.04,747.58,99.01,7,74.58
"1829","BON",2004-12-05,149.55,1.1,0.74,146.6,8.89,8.89,754.58,744.37,98.65,7,74.65
"1830","BON",2004-12-06,148.67,1.13,0.76,149.5,8.74,8.74,750.21,743.12,99.06,7,74.2
"1831","BON",2004-12-07,153.47,1.11,0.72,147.9,8.58,8.58,749.25,741.08,98.91,7,74.03
"1832","BON",2004-12-08,158.33,1.18,0.74,165.3,8.42,8.42,748.58,739.83,98.84,7,73.59
"1833","BON",2004-12-09,152.55,1.35,0.89,151.5,8.4,8.4,764.16,741.87,97.08,6.1,74.46
"1834","BON",2004-12-10,143.36,1.73,1.21,126.9,8.54,8.54,763.46,745.29,97.62,6.9,74.26
"1835","BON",2004-12-11,147.36,1.8,1.22,144.4,8.68,8.68,765.12,750.71,98.12,6,73.35
"1836","BON",2004-12-12,136.65,1.8,1.32,141.3,8.38,8.38,767.37,752.46,98.06,NA,73.84
"1837","BON",2004-12-13,137.48,1.47,1.07,137.8,7.82,7.82,767.5,752.37,98.03,NA,73.89
"1838","BON",2004-12-14,135.81,0.98,0.72,144.8,7.82,7.82,771.62,750.58,97.27,NA,74.08
"1839","BON",2004-12-15,138.46,1,0.72,143,7.93,7.93,775.41,751.54,96.92,7,74.37
"1840","BON",2004-12-16,156.21,0.97,0.62,164.4,7.73,7.73,775.75,753.04,97.07,7,75.08
"1841","BON",2004-12-17,192.25,1,0.52,189.6,7.58,7.58,776.62,752.87,96.94,7,75.06
"1842","BON",2004-12-18,175.14,1.32,0.75,172.1,7.56,7.56,775.12,752.46,97.08,7,75.16
"1843","BON",2004-12-19,147.56,1.25,0.85,147.6,7.47,7.47,771.21,750.87,97.36,7,75.1
"1844","BON",2004-12-20,156.43,0.97,0.62,166.7,7.51,7.51,771.21,751.87,97.49,7,74.88
"1845","BON",2004-12-21,187.99,1.3,0.69,176,7.43,7.43,772.25,752.96,97.5,7,75.35
"1846","BON",2004-12-22,175.96,1.58,0.9,182.8,7.35,7.35,773.33,754.29,97.54,7,74.63
"1847","BON",2004-12-23,226.08,1.13,0.5,209.8,7.32,7.32,774.08,753.87,97.39,7,73.45
"1848","BON",2004-12-24,148.17,1.11,0.75,165.8,7.3,7.3,769.62,751.87,97.69,6.5,74.65
"1849","BON",2004-12-25,149.92,1.04,0.69,144.5,7.16,7.16,758.12,750.66,99.02,7,74.25
"1850","BON",2004-12-26,141.05,0.89,0.63,137.8,6.98,6.98,756.21,749.75,99.15,7,74.13
"1851","BON",2004-12-27,150.08,0.99,0.66,146.6,6.78,6.78,760.45,749.65,98.58,7,73.9
"1852","BON",2004-12-28,149.73,0.98,0.65,144.4,6.48,6.48,758.33,750,98.9,6,73.35
"1853","BON",2004-12-29,137.35,0.99,0.72,154.1,6.31,6.31,751.87,746.54,99.29,7,73.59
"1854","BON",2004-12-30,151.83,0.98,0.65,142.8,6.22,6.22,752.08,744.54,99,7,74.28
"1855","BON",2004-12-31,150.73,1.06,0.7,147.5,6.15,6.15,752.37,743.66,98.84,7,73.58
"1856","BON",2005-01-01,125.08,1.12,0.9,132.6,6.03,6.03,756.5,742.33,98.13,7,73.66
"1857","BON",2005-01-02,131.57,1.15,0.87,123.1,5.99,5.99,764.5,743.12,97.2,7,73.84
"1858","BON",2005-01-03,161.27,1.1,0.68,154.3,5.77,5.77,766.5,743.96,97.06,7,73.2
"1859","BON",2005-01-04,167.38,1.12,0.67,163.8,5.44,5.44,765.5,744.5,97.26,6,72.56
"1860","BON",2005-01-05,165.44,1.03,0.62,157.7,5.1,5.1,768.41,744.12,96.84,6,72.35
"1861","BON",2005-01-06,165.3,0.98,0.59,182.9,5.03,5.03,759.66,741.54,97.62,7,72.33
"1862","BON",2005-01-07,151.43,0.98,0.64,162.4,5.02,5.02,744.87,739.37,99.27,7,74.24
"1863","BON",2005-01-08,161.83,1.05,0.65,166.4,4.84,4.84,747.37,736.08,98.49,7,74.88
"1864","BON",2005-01-09,122.73,0.99,0.8,115.1,4.72,4.72,758.87,735.75,96.95,NA,74.61
"1865","BON",2005-01-10,139.99,0.99,0.71,148.1,4.58,4.58,762.16,739.54,97.03,NA,74.38
"1866","BON",2005-01-11,154.4,0.95,0.62,143.2,4.39,4.39,761.29,738.75,97.04,NA,74.42
"1867","BON",2005-01-12,127.2,0.96,0.76,123.8,4.39,4.39,765.66,742.5,96.97,7,73.38
"1868","BON",2005-01-13,158.03,1.05,0.67,168.5,4.48,4.48,769.83,750.71,97.52,7,73.63
"1869","BON",2005-01-14,198.62,1.05,0.53,197,4.19,4.19,773.62,750.41,97,7,73.71
"1870","BON",2005-01-15,161.33,1.01,0.63,160.7,3.51,3.51,775.08,751.04,96.9,6,74.16
"1871","BON",2005-01-16,140.23,0.94,0.67,133.2,2.99,2.99,774.28,747.52,96.54,7,73.81
"1872","BON",2005-01-17,148.63,1.06,0.71,148.6,2.81,2.81,769.25,748.75,97.34,7,73.68
"1873","BON",2005-01-18,128.9,0.88,0.69,138.6,2.87,2.87,766.65,748.95,97.69,7,73.95
"1874","BON",2005-01-19,148.08,1.07,0.72,156.9,3.17,3.17,766.66,755.66,98.57,4.5,74.83
"1875","BON",2005-01-20,137.2,1.18,0.86,134.4,3.36,3.36,763.46,756.91,99.14,7,75.58
"1876","BON",2005-01-21,139.87,1.18,0.84,142.5,3.46,3.46,764.21,758.08,99.2,1.8,75.33
"1877","BON",2005-01-22,142.15,1.19,0.84,138.7,3.63,3.63,764.04,761.29,99.64,3.3,75.25
"1878","BON",2005-01-23,134.28,1.07,0.79,132.5,3.58,3.58,763.75,761.04,99.65,7,75.46
"1879","BON",2005-01-24,140.1,1.03,0.73,133.7,3.52,3.52,764.08,761.75,99.69,7,75.18
"1880","BON",2005-01-25,143.39,1.01,0.7,150.8,3.38,3.38,762.79,761.66,99.85,7,74.85
"1881","BON",2005-01-26,156.95,1.04,0.66,159,3.23,3.23,759.71,760.37,100.09,7,75.19
"1882","BON",2005-01-27,163.33,1.09,0.67,159.7,3.17,3.17,760.04,759.5,99.93,NA,75.58
"1883","BON",2005-01-28,148.04,1.09,0.74,150,3.22,3.22,758.41,759.91,100.2,NA,75.1
"1884","BON",2005-01-29,149.65,1.08,0.72,152.4,3.2,3.2,769.04,759.41,98.75,7,74.8
"1885","BON",2005-01-30,131.22,1.06,0.81,123.8,3.26,3.26,771.41,761.33,98.69,7,75.16
"1886","BON",2005-01-31,131.9,0.99,0.75,132.5,3.36,3.36,772.66,763.83,98.86,7,74.43
"1887","BON",2005-02-01,145.53,0.93,0.64,141,3.47,3.47,774.66,765.91,98.87,7,75.1
"1888","BON",2005-02-02,149.57,1.04,0.69,153.8,3.53,3.53,772.25,766.58,99.27,7,75.04
"1889","BON",2005-02-03,145.03,1.02,0.7,150.6,3.69,3.69,767.12,767.58,100.06,7,75.36
"1890","BON",2005-02-04,152.72,0.98,0.64,150.3,3.89,3.89,763.29,768.12,100.63,7,75.17
"1891","BON",2005-02-05,165.56,1.04,0.63,159.5,4.09,4.09,765.12,766.83,100.22,7,74.95
"1892","BON",2005-02-06,154.17,0.99,0.64,160,4.13,4.13,758.75,765.91,100.95,NA,74.8
"1893","BON",2005-02-07,161.08,0.95,0.59,160,4.15,4.15,764.12,765.29,100.15,NA,74.87
"1894","BON",2005-02-08,149.12,0.98,0.66,149.1,4.13,4.13,766.66,765.83,99.89,NA,74.89
"1895","BON",2005-02-09,155.29,1.01,0.65,150.7,4.13,4.13,767.66,767,99.91,7,74.8
"1896","BON",2005-02-10,161.23,1.08,0.67,168.5,4.18,4.18,766.96,768.08,100.15,7,75.25
"1897","BON",2005-02-11,166.64,1.02,0.61,163.1,4.21,4.21,759.12,767.46,101.1,7,75.18
"1898","BON",2005-02-12,155.65,0.95,0.61,157.8,4.26,4.26,759.25,767.96,101.15,7,74.81
"1899","BON",2005-02-13,123.33,0.94,0.76,110.1,4.38,4.38,764.12,769.96,100.76,7,74.23
"1900","BON",2005-02-14,128.72,0.94,0.73,133.8,4.45,4.45,766.54,771.33,100.63,7,73.92
"1901","BON",2005-02-15,154.46,1.28,0.83,151.2,4.41,4.41,767.83,771.91,100.53,7,74.22
"1902","BON",2005-02-16,158.5,0.95,0.6,169,4.32,4.32,768.16,770.96,100.36,7,74.4
"1903","BON",2005-02-17,164.99,1,0.61,160,4.25,4.25,765.16,770.37,100.68,6,74.43
"1904","BON",2005-02-18,157.48,1,0.64,167.4,4.17,4.17,758.41,769.04,101.4,7,75.28
"1905","BON",2005-02-19,151.3,0.98,0.65,141.4,4.17,4.17,753.46,770.37,102.25,5,75.33
"1906","BON",2005-02-20,135.94,0.98,0.72,122.6,4.24,4.24,758.96,772.25,101.75,6,73.73
"1907","BON",2005-02-21,127.28,0.95,0.75,122.9,4.32,4.32,763.79,775.87,101.58,5,73.18
"1908","BON",2005-02-22,125.88,0.95,0.75,144,4.32,4.32,765.46,778.25,101.67,5,73.58
"1909","BON",2005-02-23,126.58,1.22,0.96,134.5,4.29,4.29,765.46,775.83,101.36,5,74.63
"1910","BON",2005-02-24,125.44,0.98,0.78,116.4,4.29,4.29,764.96,776.58,101.52,7,74.9
"1911","BON",2005-02-25,121.21,0.95,0.78,111,4.32,4.32,763.71,781.83,102.37,7,74.15
"1912","BON",2005-02-26,121.19,0.94,0.78,109.1,4.37,4.37,761.75,784.21,102.95,NA,73.43
"1913","BON",2005-02-27,121.85,0.94,0.77,129.4,4.45,4.45,760.62,782.41,102.87,NA,73.46
"1914","BON",2005-02-28,121.23,1,0.82,132.8,4.53,4.53,762.04,784.83,102.99,NA,73.87
"1915","BON",2005-03-01,120.26,1.11,0.92,121.4,4.62,4.62,760.79,789.58,103.79,NA,73.86
"1916","BON",2005-03-02,119.27,1.35,1.14,132.5,4.76,4.76,763.41,792.46,103.8,7,74.62
"1917","BON",2005-03-03,128.74,1.15,0.9,122.3,4.8,4.8,762.96,793.87,104.05,7,75.9
"1918","BON",2005-03-04,139.7,0,0,141.4,4.83,4.83,766.41,796.41,103.91,7,74.88
"1919","BON",2005-03-05,144.29,0,0,145.7,4.89,4.89,769.5,800.66,104.05,7,75.19
"1920","BON",2005-03-06,121.74,1.31,1.07,106.1,4.96,4.96,768.54,802.21,104.38,NA,75.12
"1921","BON",2005-03-07,123.25,1.3,1.05,131.1,5.11,5.11,768.37,804.54,104.71,NA,73.85
"1922","BON",2005-03-08,122.03,1.29,1.06,126.8,5.36,5.36,768.79,807.41,105.02,NA,74.65
"1923","BON",2005-03-09,120.47,1.31,1.09,119.4,5.61,5.61,768.66,811.71,105.6,6,74.93
"1924","BON",2005-03-10,131.24,1.29,0.98,136.5,5.89,5.89,770.29,814.71,105.77,6,75.21
"1925","BON",2005-03-11,145.45,1.3,0.89,129.7,6.1,6.1,766.04,813.83,106.24,7,75.14
"1926","BON",2005-03-12,123.45,1.24,1,131.2,6.29,6.29,767.87,816.62,106.35,7,74.26
"1927","BON",2005-03-13,138.12,1.37,0.99,122.9,6.41,6.41,770.12,815.54,105.9,7,73.9
"1928","BON",2005-03-14,123.45,1.24,1.01,120.7,6.4,6.4,768.33,816.62,106.29,7,72.9
"1929","BON",2005-03-15,122.84,1.43,1.16,119.1,6.57,6.57,763.75,814.5,106.64,7,72.74
"1930","BON",2005-03-16,128.63,1.25,0.98,140.3,6.65,6.65,757.91,804.08,106.09,7,72.61
"1931","BON",2005-03-17,124.91,1.35,1.08,116.3,6.72,6.72,761.83,794.54,104.29,6.5,72.88
"1932","BON",2005-03-18,126.81,1.4,1.11,155.8,6.84,6.84,756.46,796.21,105.26,6,74.1
"1933","BON",2005-03-19,138.46,1.24,0.9,135.4,6.83,6.83,748,792.21,105.91,6,75.52
"1934","BON",2005-03-20,125.48,1.34,1.07,116.5,6.82,6.82,751.75,787.66,104.78,5,75.07
"1935","BON",2005-03-21,137.63,1.35,0.98,140.4,6.92,6.92,762.83,792.71,103.92,6,74.53
"1936","BON",2005-03-22,134.1,1.37,1.02,140.3,6.95,6.95,755.54,789.25,104.46,7,75.19
"1937","BON",2005-03-23,143.97,1.35,0.94,143.9,6.98,6.98,755.54,786.33,104.08,7,75.53
"1938","BON",2005-03-24,133.5,1.34,1,137.3,7.19,7.19,763.33,788.41,103.29,6.1,75.63
"1939","BON",2005-03-25,136,1.35,0.99,133.2,7.37,7.37,767.08,793.83,103.49,4,75.5
"1940","BON",2005-03-26,117.94,1.38,1.17,118.3,7.39,7.39,760.62,792.58,104.2,5,75.23
"1941","BON",2005-03-27,111.42,1.36,1.22,111.8,7.42,7.42,751.62,786.87,104.69,5.5,75.76
"1942","BON",2005-03-28,144.37,1.45,1,140.2,7.41,7.41,753.58,787.66,104.52,4.5,75.67
"1943","BON",2005-03-29,146.13,1.46,1,151.2,7.4,7.4,757.83,783.75,103.42,4.5,75.84
